step,sps,policy_loss,value_loss,mi_loss,div_loss,kl_loss,score,mean_return,ego_enc_delta,partner_enc_delta,road_enc_delta,role_std,role_norm
99090432,54670.4,-0.00011,1.473134,0.000666,-0.847656,0.0,0.1222,-4.0668,0.008957,0.006998,0.006854,14.352228,16.449013
99876864,54791.2,-0.004107,1.391661,0.000652,-0.851562,0.0,0.1245,-4.0317,0.005741,0.00672,0.015031,15.179351,16.263323
100663296,54509.5,0.004258,1.456302,0.000896,-0.855469,0.0,0.1273,-3.9895,0.011938,0.008952,0.014341,12.930148,13.624517
101449728,54649.3,0.001229,1.316881,0.000728,-0.769531,0.0,0.1291,-3.9614,0.008838,0.00708,0.009398,11.604979,19.033949
102236160,54782.5,-0.009957,1.316516,0.000717,-0.785156,0.0,0.1314,-3.9179,0.007686,0.005474,0.008732,13.460143,18.902374
103022592,54912.8,-2.4e-05,1.471404,0.000725,-0.777344,0.0,0.133,-3.8871,0.004956,0.005436,0.007146,13.435435,19.02515
103809024,54617.9,-0.00196,1.678271,0.000681,-0.847656,0.0,0.134,-3.8621,0.004613,0.004155,0.005215,15.857884,17.641199
104595456,54752.6,-0.008854,1.38041,0.000706,-0.804688,0.0,0.1346,-3.844,0.012202,0.007694,0.009812,14.71933,17.01379
105381888,54880.2,-0.001751,1.337885,0.000852,-0.734375,0.0,0.1356,-3.8221,0.007028,0.006513,0.00939,11.19521,12.533951
106168320,55015.7,-0.005331,1.296843,0.001145,-0.820312,0.0,0.1361,-3.8062,0.007468,0.006094,0.008139,13.841078,20.556114
106954752,54673.6,0.001052,1.640896,0.001046,-0.828125,0.0,0.1343,-3.8077,0.006082,0.007105,0.009098,15.828386,19.687168
107741184,54801.5,-0.003725,1.313662,0.000745,-0.714844,0.0,0.132,-3.8214,0.01177,0.010999,0.014311,13.382458,19.616224
108527616,54928.9,-0.005384,1.325487,0.000763,-0.796875,0.0,0.1295,-3.8321,0.007434,0.00683,0.007601,15.214992,17.091602
109314048,54656.8,-0.004462,1.565286,0.001137,-0.84375,0.0,0.1279,-3.8279,0.008046,0.005058,0.005434,11.481974,12.617099
110100480,54759.0,-0.00508,1.176309,0.000684,-0.757812,0.0,0.1285,-3.8052,0.011878,0.009551,0.010746,13.906423,20.529724
110886912,54885.2,-0.005194,1.348826,0.000721,-0.773438,0.0,0.1292,-3.7796,0.012925,0.009494,0.009031,13.075122,20.473793
111673344,55004.0,-0.001219,1.261368,0.000913,-0.847656,0.0,0.1299,-3.7527,0.007469,0.00658,0.00641,15.98556,18.605682
112459776,54772.7,-0.003053,1.182055,0.0007,-0.757812,0.0,0.1316,-3.7209,0.010271,0.008446,0.009109,15.076197,17.857277
113246208,54893.9,-0.004044,1.053082,0.000734,-0.730469,0.0,0.1334,-3.693,0.007871,0.006841,0.008506,15.245505,18.273943
114032640,55003.3,-0.001262,1.250085,0.000782,-0.699219,0.0,0.1344,-3.6634,0.007739,0.006031,0.006871,12.031512,23.046177
114819072,54815.2,0.005603,1.325543,0.000781,-0.785156,0.0,0.135,-3.643,0.007183,0.006068,0.006637,14.271121,20.332275
115605504,54927.6,0.004824,1.231222,0.000674,-0.699219,0.0,0.1377,-3.6119,0.00819,0.006685,0.007415,13.156846,19.291687
116391936,55044.8,-0.001939,1.230942,0.00087,-0.734375,0.0,0.1401,-3.5825,0.004856,0.005681,0.005638,15.177034,20.222553
117178368,55158.8,0.003826,1.25175,0.000687,-0.890625,0.0,0.1427,-3.55,0.004539,0.004368,0.005079,18.274813,19.139017
117964800,54963.0,0.002513,1.39366,0.001018,-0.882812,0.0,0.145,-3.5195,0.010128,0.006192,0.006828,15.784117,22.60191
118751232,55079.0,-0.005252,1.191129,0.001404,-0.878906,0.0,0.1464,-3.4987,0.008143,0.00919,0.009821,16.569481,21.309929
119537664,55183.4,0.000775,1.235928,0.000956,-0.796875,0.0,0.1484,-3.4671,0.00621,0.005223,0.00561,14.900955,21.594284
120324096,54943.5,-0.002764,1.306179,0.000684,-0.824219,0.0,0.1503,-3.4318,0.008507,0.007049,0.006909,17.609413,19.813139
121110528,55049.6,-0.001352,1.183743,0.000748,-0.839844,0.0,0.1515,-3.42,0.009405,0.008762,0.008654,16.989195,18.210356
121896960,55158.2,0.005682,1.188908,0.000818,-0.804688,0.0,0.152,-3.4135,0.00617,0.006994,0.007287,16.013544,17.568356
122683392,55266.8,-0.005019,1.280217,0.00093,-0.84375,0.0,0.1524,-3.4048,0.011339,0.008957,0.008408,15.295177,23.285978
123469824,55033.1,-0.001374,1.229365,0.001124,-0.8125,0.0,0.153,-3.3903,0.008336,0.007005,0.006527,15.809786,21.558289
124256256,55142.7,-0.001873,1.066499,0.000763,-0.800781,0.0,0.1549,-3.3633,0.00915,0.007957,0.00829,17.566235,21.36109
125042688,55251.7,-0.001519,1.030878,0.000925,-0.730469,0.0,0.157,-3.3345,0.007386,0.006767,0.006587,16.474579,22.275114
125829120,54926.2,-0.002281,1.136159,0.000621,-0.863281,0.0,0.1588,-3.3044,0.00517,0.004288,0.004398,17.335646,17.49548
126615552,55038.4,-0.002113,1.196012,0.001177,-0.863281,0.0,0.1601,-3.2843,0.013334,0.011783,0.013899,17.698988,22.664455
127401984,55148.0,-0.005981,1.152366,0.000684,-0.769531,0.0,0.162,-3.2517,0.006449,0.005785,0.007491,14.882045,23.626509
128188416,55256.2,-0.002226,1.198997,0.001578,-0.789062,0.0,0.1639,-3.2212,0.007471,0.007313,0.007931,17.691139,24.01395
128974848,55009.1,0.001256,1.171708,0.00097,-0.8125,0.0,0.1644,-3.1957,0.007148,0.007069,0.00722,19.174555,22.535023
129761280,55113.7,-0.001792,1.19107,0.000667,-0.875,0.0,0.1642,-3.177,0.007745,0.005154,0.00505,20.320301,21.435329
130547712,55218.1,-0.005724,1.198841,0.000675,-0.757812,0.0,0.1645,-3.1563,0.006145,0.004619,0.005448,14.765276,18.493324
131334144,55321.1,-0.000573,1.206314,0.000658,-0.730469,0.0,0.1649,-3.1426,0.012386,0.004269,0.005274,15.711612,24.55838
132120576,55025.2,-0.002019,1.089138,0.000636,-0.722656,0.0,0.1649,-3.1185,0.010133,0.008225,0.008927,15.348143,23.13603
132907008,55127.7,-0.005686,1.046844,0.000645,-0.785156,0.0,0.1647,-3.0941,0.006208,0.004526,0.004721,18.478724,22.764725
133693440,55223.4,0.000853,1.072528,0.000792,-0.777344,0.0,0.1641,-3.0759,0.004929,0.003939,0.003869,20.653963,24.461554
134479872,54959.6,-0.007893,1.151423,0.000812,-0.78125,0.0,0.1643,-3.0523,0.008836,0.005857,0.006781,15.571489,19.518898
135266304,55059.5,0.00113,1.129228,0.000957,-0.847656,0.0,0.1652,-3.0259,0.013343,0.010481,0.012171,19.662428,24.023693
136052736,55158.8,0.002263,1.105999,0.00127,-0.777344,0.0,0.1667,-2.9851,0.010817,0.010035,0.010219,16.657053,24.806969
136839168,55256.2,-0.009329,1.055387,0.000971,-0.835938,0.0,0.1693,-2.9466,0.007548,0.007742,0.00827,19.579403,24.048447
137625600,54937.7,-0.002129,1.035556,0.001093,-0.824219,0.0,0.1706,-2.9164,0.008684,0.006803,0.009652,20.288963,23.608456
138412032,55035.9,0.003102,0.878872,0.001064,-0.78125,0.0,0.1711,-2.8862,0.006746,0.006737,0.007791,20.125635,23.484974
139198464,55133.2,-0.002684,0.985798,0.001064,-0.828125,0.0,0.1719,-2.8603,0.007506,0.007579,0.008452,12.863506,10.813538
